Unnamed: 0,Country,Shipment Mode,Qauntity_of_pack,Pack Price,Weight (Kilograms),Freight_Cost_USD,Product_Insurance_USD
897,Uganda,Air,120,36.16,47,1238.94,12.47
1792,Mozambique,Air,270,103.52,238,2556.61,78.74
1078,Uganda,Air,60,7.4,199,1476.8,31.97
3529,Vietnam,Air,60,2.35,726,7388.14,12.16
6159,Dominican Republic,Air,30,3.33,7791,90360.12,16.77
2388,Zimbabwe,Air,60,5.85,31,3833.17,3.76
6195,Kenya,Air,1,30.0,18580,241407.27,742.2
2657,Zambia,Truck,60,13.15,737,4496.13,137.39
390,Uganda,Air,240,1.92,46,740.34,0.39
2559,South Africa,Air,30,4.67,3669,4263.07,393.17
370,Nigeria,Air,60,2.49,2,714.34,0.22
883,Vietnam,Air,240,1.85,437,1222.31,1.06
5123,Tanzania,Air,100,80.0,1016,19026.72,263.8
3450,Tanzania,Truck,60,2.26,10109,7134.39,87.07
5181,Zambia,Truck,30,4.12,3718,19949.86,352.7
5947,Zambia,Air,100,80.0,3247,41461.1,657.92
3574,Zambia,Air,30,6.07,1500,7513.5,136.78
4381,South Africa,Ocean,30,6.65,6564,12396.57,771.71
2311,Côte dIvoire,Air,60,3.75,192,3649.76,10.21
2008,Nigeria,Air,20,29.0,482,3060.82,69.29
860,Côte dIvoire,Air,60,2.9,138,1211.48,8.17
6131,Cameroon,Air,30,11.15,9268,77756.12,1058.34
2899,Haiti,Ocean,60,1.99,199,5215.49,5.22
97,Haiti,Air,180,50.0,7,290.0,2.31
4507,Nigeria,Air,100,89.0,1248,13325.5,336.44
4022,Nigeria,Air Charter,90,27.5,42,9736.1,14.82
3126,South Africa,Air,30,6.91,5200,5953.37,889.13
2581,Tanzania,Air,100,72.0,337,4323.93,159.75
5169,Mozambique,Truck,60,11.22,28088,19652.22,2179.89
5726,Nigeria,Air Charter,60,2.31,12032,29780.5,159.65
3474,Vietnam,Air,60,8.2,759,7261.69,111.55
3085,Tanzania,Air,30,16.26,2102,5834.0,619.55
3148,South Africa,Ocean,60,2.42,2915,6012.42,391.31
2043,Zambia,Truck,60,7.21,2629,3139.96,22.81
4919,Zambia,Truck,30,11.5,7101,16702.26,2073.68
2034,Haiti,Air,90,15.26,199,3133.23,12.56
2868,Zambia,Air,60,2.15,1044,5145.69,44.2
2447,Côte dIvoire,Truck,30,4.7,941,3980.18,59.52
2545,Zambia,Air,60,2.44,796,4234.42,79.1
1034,Ethiopia,Air,60,16.44,342,1419.84,106.33
3307,South Sudan,Air,100,89.0,351,6445.68,86.72
1230,Vietnam,Air,60,1.77,539,1666.35,25.19
2819,South Sudan,Air,100,89.0,181,4978.09,42.05
2405,Mozambique,Truck,60,9.81,9370,3855.94,240.96
454,Rwanda,Air,30,2.24,7,805.58,4.04
1004,Haiti,Air,100,139.0,100,1372.85,26.91
1377,Ethiopia,Air,120,36.0,950,1842.95,302.7
518,Burundi,Air,30,27.6,58,871.28,15.29
2228,Mozambique,Air,100,80.0,337,3499.18,156.8
1320,Vietnam,Air,120,82.19,117,1767.38,65.75
2849,Vietnam,Air,120,82.2,355,5101.21,194.63
5971,Nigeria,Air Charter,60,11.22,70109,43548.0,3429.32
2160,South Africa,Ocean,60,7.3,4670,3341.45,1086.11
3350,South Africa,Ocean,30,7.03,3950,6639.35,872.68
4287,Nigeria,Air,30,26.25,3951,11584.54,1890.0
2349,South Africa,Ocean,240,9.28,870,3755.91,34.36
3951,Côte dIvoire,Air,40,110.0,534,9471.52,102.63
2188,Mozambique,Air,240,2.02,512,3415.72,3.92
4303,Kenya,Air,30,24.0,1558,11653.64,235.2
6078,Nigeria,Air,100,89.0,3778,59767.71,1024.75
3292,South Africa,Ocean,30,2.44,2953,6409.91,201.3
1371,Guyana,Air,300,82.2,225,1831.83,24.99
2392,Haiti,Air,60,1.46,286,3842.22,13.88
2940,Haiti,Air,240,1.95,483,5324.69,4.16
1088,Namibia,Air,60,1.9,251,1484.75,7.45
2390,Zimbabwe,Air,60,5.85,7112,3833.17,543.37
4977,Swaziland,Air,90,13.6,3295,17214.74,448.8
4028,Nigeria,Air Charter,30,19.92,5701,9736.1,2233.27
3858,Guyana,Air,20,32.0,876,8969.97,124.23
5022,Zimbabwe,Air,300,36.16,1042,17912.6,84.43
1450,Nigeria,Air,60,4.3,218,1941.82,10.78
2041,Côte dIvoire,Air,90,7.3,244,3138.35,40.94
2553,Côte dIvoire,Truck,90,7.3,253,4261.03,42.17
2663,Vietnam,Air,30,11.99,2641,4503.42,390.85
2333,Vietnam,Air,60,6.49,2235,3708.72,65.38
1168,Vietnam,Air,60,6.49,696,1599.67,53.37
6146,Rwanda,Ocean,60,2.43,13622,82095.85,1241.27
4509,Nigeria,Air,100,89.0,1228,13325.65,337.66
2844,Côte dIvoire,Air,60,30.0,693,5066.44,287.7
79,Haiti,Air,60,55.5,11,260.0,8.24
3133,Haiti,Air,60,2.91,519,5974.7,47.88
5137,Tanzania,Air,100,80.0,7500,19196.73,198.0
1446,Zambia,Truck,30,12.01,3457,1934.31,864.72
5430,Rwanda,Air,30,5.54,3863,23249.47,282.64
947,Uganda,Air,60,11.22,12,1311.0,1.3
4118,Rwanda,Air,60,7.0,4124,10500.0,434.38
5937,Ethiopia,Air,1,24.5,2764,40716.16,115.35
3202,Nigeria,Air Charter,30,11.75,560,6147.18,157.14
3643,Côte dIvoire,Truck,60,2.66,6880,7826.75,575.93
2781,South Africa,Air,240,3.15,7353,4876.34,129.44
6190,Uganda,Air,30,11.99,24556,146850.66,3446.75
2858,Côte dIvoire,Air,60,2.44,698,5121.68,57.76
3790,Ethiopia,Air,240,2.15,1215,8586.0,11.3
404,Swaziland,Air,20,32.0,54,752.58,6.73
2095,Rwanda,Air,240,8.5,1,3253.88,11.96
4730,Kenya,Air,100,89.0,1022,15120.61,740.93
5381,Nigeria,Air,100,80.0,1723,22451.67,901.76
5439,Tanzania,Air,60,5.5,4007,23397.41,357.33
4297,Nigeria,Air Charter,30,11.75,5144,11637.64,1467.75
1754,Zimbabwe,Truck,60,2.51,521,2494.56,49.1
1228,Tanzania,Truck,30,11.89,2117,1663.18,218.19
3940,Zimbabwe,Truck,60,1.9,5453,9405.81,19.64
3747,Haiti,Air,240,1.9,1404,8329.13,16.7
6031,Zimbabwe,Truck,30,4.7,8615,49580.17,325.96
3195,South Africa,Ocean,30,6.65,4040,6121.42,474.89
2185,Zimbabwe,Truck,60,4.25,5357,3403.99,503.96
6141,Zambia,Truck,30,9.6,68951,80039.1,424.36
5405,Nigeria,Air,20,32.0,1990,22859.07,271.07
2586,Guyana,Air,60,1.32,294,4338.44,0.05
1476,Nigeria,Air,540,45.52,159,1976.57,2.48
339,Nigeria,Air,60,7.53,2,675.47,0.41
1769,Vietnam,Air,120,82.2,251,2519.89,136.78
3977,South Africa,Ocean,240,9.28,7656,9650.6,306.24
2254,Côte dIvoire,Air,30,22.5,151,3545.1,58.32
2422,South Africa,Air,30,7.82,2649,3908.55,655.68
1830,Côte dIvoire,Air,25,20.0,206,2656.12,25.83
273,Rwanda,Air,90,8.64,66,585.42,5.9
5490,Nigeria,Air,100,80.0,1915,24514.33,1002.74
2233,Guyana,Air,240,1.63,253,3519.7,0.22
5100,Vietnam,Air,60,2.4,2719,18614.72,148.38
978,Vietnam,Air,60,2.25,730,1338.19,17.12
4010,Nigeria,Air Charter,60,7.5,544,9736.1,160.47
2219,Rwanda,Air,30,20.0,405,3484.48,61.68
4517,Zimbabwe,Air,30,12.42,2425,13356.65,36.96
2106,Côte dIvoire,Air,100,70.0,182,3272.6,109.76
2002,Rwanda,Air,60,7.71,188,3035.87,17.75
1719,Côte dIvoire,Truck,30,3.62,599,2440.19,21.97
4714,Nigeria,Air,30,26.25,1481,14974.4,878.1
5064,Rwanda,Air,30,4.12,1638,18446.92,155.74
5459,Côte dIvoire,Truck,60,8.26,16851,23776.41,409.06
4961,Nigeria,Air Charter,60,2.44,6944,17090.0,20.61
4490,Zambia,Truck,60,17.14,947,13232.09,352.72
4934,Côte dIvoire,Air,100,80.0,1272,16856.6,257.82
235,Ethiopia,Air,60,2.33,84,530.36,10.05
785,Rwanda,Air,20,32.0,55,1126.84,7.94
5577,Rwanda,Air,60,2.44,4444,26081.05,239.19
1252,South Africa,Air,60,7.43,124,1697.89,33.61
2991,Tanzania,Truck,30,12.3,1482,5474.0,191.21
918,Nigeria,Air,60,3.9,85,1266.05,8.81
4575,South Africa,Ocean,60,2.47,9019,13677.68,990.26
2771,Côte dIvoire,Air,30,1.25,406,4837.38,10.05
3164,Côte dIvoire,Air,30,6.85,1582,6037.19,201.39
120,Uganda,Air,120,36.0,24,330.0,5.6
705,Rwanda,Air,60,6.85,43,1046.02,1.24
3,Côte dIvoire,Truck,30,13.52,7,22.29,0.99
4450,Mozambique,Truck,240,1.86,5343,12803.35,50.1
508,Botswana,Air,20,32.0,35,861.0,5.12
5,Côte dIvoire,Air,30,50.4,464,30.0,525.53
1000,"Congo, DRC",Air,20,32.0,62,1367.59,6.15
2817,Swaziland,Truck,30,9.99,7403,4971.05,764.28
4615,Zambia,Air,100,80.0,881,14019.38,210.49
1166,Sudan,Air,20,32.0,50,1595.38,6.97
2811,Vietnam,Air,30,10.5,3138,4964.6,245.59
253,Guatemala,Air,120,237.45,31,566.56,68.56
5412,Tanzania,Truck,30,12.96,3674,22904.03,496.98
1272,Zimbabwe,Truck,30,4.34,539,1709.78,59.81
3102,South Africa,Air,30,4.67,4872,5886.9,579.95
4001,Nigeria,Air Charter,60,8.76,4660,9736.1,1021.69
2607,Rwanda,Truck,240,1.45,1960,4390.98,9.86
3775,Tanzania,Air,25,20.0,1133,8509.57,112.17
3677,Uganda,Air,30,3.91,816,7964.24,73.31
2784,Côte dIvoire,Air,30,6.07,760,4880.14,62.32
1755,Botswana,Air,20,32.0,154,2496.62,23.04
5983,Ethiopia,Air,1,23.0,5057,44347.71,257.67
2532,Zambia,Truck,60,4.0,3237,4208.35,193.15
2937,Burundi,Air,240,2.1,327,5320.13,0.53
5464,Nigeria,Air,100,89.0,1022,23826.25,312.5
1444,Côte dIvoire,Truck,30,13.52,248,1933.72,38.3
3704,Haiti,Air,240,1.85,682,8118.08,4.45
4079,Zimbabwe,Truck,60,8.97,5754,10075.8,190.15
5775,Nigeria,Air,100,89.0,2483,31306.65,561.12
2572,Ghana,Air,240,1.43,786,4304.34,2.8
2166,Vietnam,Air,336,76.72,48,3366.04,1.2
3772,Namibia,Truck,30,10.0,2068,8502.12,490.0
1928,Namibia,Air,100,70.0,40,2883.51,25.66
2967,Mozambique,Truck,30,4.7,272,5419.22,14.97
5782,Tanzania,Air,20,32.0,3058,31491.23,414.99
2689,Vietnam,Air,30,3.55,2490,4545.64,21.9
4276,Nigeria,Air Charter,60,11.4,7189,11492.86,1428.68
5030,Namibia,Air,30,10.5,3575,17969.34,140.32
1631,Zimbabwe,Air,60,7.0,95,2265.88,3.22
4488,Ethiopia,Air,60,5.73,3931,13215.67,362.15
2356,Nigeria,Air,120,41.1,309,3777.93,164.33
1281,Côte dIvoire,Air,30,11.0,72,1721.91,9.35
5611,Nigeria,Air,100,89.0,1271,26859.39,365.97
243,Namibia,Air,100,80.0,39,541.42,21.76
68,Ghana,Air,60,2.51,2216,226.25,105.65
1753,Guyana,Air,120,24.0,243,2492.47,32.1
3531,Uganda,Truck,30,4.12,1511,7403.01,167.62
3857,Côte dIvoire,Air,336,38.36,546,8956.05,22.56
4939,Zambia,Truck,60,6.47,19451,16898.2,736.74
130,Uganda,Air,100,0.01,56,360.0,0.01
1425,Uganda,Air,30,12.42,369,1902.9,66.85
2167,Rwanda,Air,60,3.0,404,3366.98,43.22
5612,Haiti,Air,240,2.15,2584,26877.3,10.32
5573,Zimbabwe,Air,30,4.65,3232,25955.06,159.85
2270,Mozambique,Air,60,2.92,834,3574.24,47.56
4886,Mozambique,Air,20,32.0,298,16397.94,271.75
3325,Vietnam,Air,30,7.0,255,6518.69,55.63
5395,Swaziland,Air,60,11.22,5856,22711.84,835.18
3594,Tanzania,Truck,60,2.3,12213,7607.2,17.35
5551,Côte dIvoire,Air,180,9.5,9248,25563.0,46.01
3027,South Sudan,Air,100,89.0,226,5613.63,59.89
999,Rwanda,Air,30,5.5,69,1366.67,8.14
1799,Tanzania,Air,300,30.82,261,2569.33,8.49
5299,Mozambique,Air,20,32.0,1636,21087.7,162.82
4928,Uganda,Truck,30,4.7,4187,16821.66,237.21
392,Vietnam,Air,300,60.82,164,742.1,8.53
3535,Zimbabwe,Truck,60,2.95,228,7423.38,21.67
2321,Nigeria,Air,60,9.35,102,3680.33,20.45
4402,Nigeria,Air Charter,60,7.21,823,12601.06,178.45
4875,Zambia,Air,60,5.85,15140,16249.55,706.99
572,Uganda,Air,30,2.24,12,917.35,0.54
5138,Uganda,Truck,60,8.26,27953,19248.7,1808.08
57,Uganda,Air,120,75.0,43,199.0,12.72
697,Uganda,Truck,30,4.7,142,1034.64,8.02
321,Botswana,Air,2,31.0,1,650.97,1.0
2995,Mozambique,Truck,60,2.58,161,5491.01,11.92
1401,Tanzania,Air,30,18.34,140,1870.73,63.49
5032,Kenya,Air,100,80.0,2215,17974.69,1176.0
2249,Zimbabwe,Truck,60,4.25,1754,3537.26,275.44
4733,Nigeria,Air Charter,30,26.25,235,15128.37,131.76
3906,South Africa,Ocean,30,4.51,9061,9323.3,793.18
4423,Zambia,Air,100,71.99,1624,12646.15,776.05
3111,Zambia,Air,30,5.9,1184,5904.94,86.2
4484,Botswana,Air,20,32.0,1315,13179.8,179.46
2493,Uganda,Truck,60,6.52,4055,4112.56,350.48
2465,Zambia,Truck,60,3.95,2803,4040.64,135.25
2504,Haiti,Air,60,5.94,1825,4126.9,16.47
1919,Vietnam,Air,30,13.66,122,2867.81,44.06
2158,Uganda,Air,60,8.76,486,3338.35,103.02
5401,Ethiopia,Air,1,23.0,2509,22803.8,156.43
3358,Côte dIvoire,Truck,30,4.59,821,6695.9,44.57
2603,Vietnam,Air,30,10.15,2101,4384.01,194.24
570,South Africa,Air,30,7.82,76,916.22,18.71
4169,Tanzania,Air,30,18.34,1272,10816.49,192.37
5788,Uganda,Air,100,80.0,1313,31917.19,292.62
5009,Zambia,Air,100,80.0,1184,17657.02,270.16
3363,Ethiopia,Air,60,1.55,2318,6755.81,86.96
4436,Uganda,Air,60,7.27,1887,12736.25,103.2
2159,Zambia,Truck,60,5.43,797,3340.5,76.52
731,Uganda,Air,60,3.4,17,1073.46,1.03
4468,Rwanda,Air,100,0.01,609,12977.28,0.03
726,Haiti,Air,30,2.24,33,1062.95,2.76
5387,Tanzania,Air,25,20.0,3334,22523.12,330.0
2074,Zambia,Air,60,3.9,2353,3210.18,199.79
3513,Nigeria,Air Charter,30,26.25,2094,7329.83,1248.64
294,Nigeria,Air,20,32.0,60,624.92,8.0
1880,Uganda,Air,60,11.22,567,2768.96,77.31
3184,South Africa,Air,30,4.67,4561,6105.79,542.85
4757,Uganda,Air,60,11.35,2237,15250.99,437.13
975,Côte dIvoire,Air,30,4.04,285,1335.15,23.19
6010,Rwanda,Air,100,70.0,1153,46638.41,697.52
823,Tanzania,Truck,60,11.23,230,1163.2,34.3
2093,Vietnam,Air,60,8.1,1685,3251.35,100.75
4313,Tanzania,Air,30,24.0,1650,11737.26,232.85
4090,Zambia,Air,20,32.0,909,10203.1,98.69
4417,Guyana,Air,120,36.0,1028,12609.89,294.63
4085,Côte dIvoire,Air,60,44.5,2143,10137.04,234.96
4588,Zimbabwe,Truck,60,2.26,5925,13770.65,103.89
2815,Zimbabwe,Truck,30,8.63,1019,4969.87,188.18
4444,Zimbabwe,Air,25,20.0,2907,12781.58,310.4
3269,Mozambique,Truck,60,7.72,2143,6323.1,267.69
3839,Rwanda,Truck,60,5.09,1043,8819.61,60.61
3063,Vietnam,Air,30,6.5,1775,5761.87,286.8
3728,"Congo, DRC",Air,60,6.54,652,8242.72,88.31
143,Guyana,Air,20,27.0,11,386.16,1.16
5212,South Africa,Ocean,60,2.43,7467,20258.28,634.0
2380,Vietnam,Air,60,8.42,1741,3821.49,147.3
2324,Mozambique,Air,30,2.0,1434,3682.34,77.25
3421,Vietnam,Air,30,11.49,332,6973.87,40.72
5173,Mozambique,Truck,240,2.1,2778,19730.62,21.05
4944,Zimbabwe,Air,300,36.16,2364,16956.86,195.06
5422,Ethiopia,Air,1,23.0,2535,23035.69,158.23
4544,Nigeria,Air Charter,30,8.82,2808,13398.06,427.12
4637,Zambia,Truck,30,8.97,5727,14325.71,977.94
1463,Zimbabwe,Truck,30,13.49,1828,1955.17,276.15
2208,Haiti,Air,60,10.99,487,3463.53,52.87
4847,Uganda,Air,240,2.1,2253,15923.41,20.28
2699,Burundi,Air,30,11.15,820,4581.26,84.41
1492,Namibia,Air,100,70.0,195,2008.54,109.76
1461,Haiti,Air,100,139.0,78,1953.6,29.97
6104,Cameroon,Air,30,11.15,4927,65875.32,516.81
2348,South Africa,Ocean,240,9.28,6680,3755.91,265.46
4834,Rwanda,Air,30,3.91,1444,15842.34,132.25
2318,Mozambique,Air,60,7.2,2382,3671.92,452.53
4980,South Africa,Ocean,240,2.08,20419,17267.14,246.65
4250,Côte dIvoire,Air,40,76.0,562,11298.13,60.8
1375,Mali,Air,100,400.0,12,1840.97,2.8
3526,Zimbabwe,Air,60,7.4,2262,7364.52,263.32
3626,Zimbabwe,Truck,60,2.51,2102,7765.17,49.1
3044,Rwanda,Ocean,30,20.0,3865,5678.36,593.55
5031,Kenya,Air,100,80.0,2215,17974.65,1176.0
2023,Côte dIvoire,Air,30,25.0,225,3109.21,63.09
5177,Zambia,Air,60,9.5,2581,19832.46,420.75
3275,Vietnam,Air,60,11.15,1804,6341.88,76.49
418,Botswana,Air,100,80.0,5,767.63,1.32
246,Uganda,Air,120,66.6,57,548.2,5.88
1183,Vietnam,Air,60,1.45,202,1615.88,8.59
2175,Uganda,Air,30,26.25,464,3393.0,1.76
4657,Uganda,Air,60,11.22,2156,14467.75,411.24
4231,Côte dIvoire,Air,60,8.11,2666,11186.09,248.44
834,Uganda,Air,30,26.25,28,1180.71,13.38
2363,South Africa,Ocean,60,7.3,3458,3787.72,804.52
4837,Côte dIvoire,Air,120,36.16,2598,15873.33,748.43
733,Mozambique,Air,60,3.4,168,1074.95,16.32
262,Haiti,Air,60,7.0,26,575.17,1.18
1720,Botswana,Air,20,32.0,500,2442.32,25.6
3675,Zambia,Truck,60,2.51,1785,7962.25,167.99
2276,Tanzania,Truck,60,25.45,475,3588.34,239.13
1997,Côte dIvoire,Truck,30,4.82,354,3026.62,39.57
5745,Zimbabwe,Truck,30,12.01,8481,30585.17,76.86
5936,Uganda,Truck,30,9.76,41041,40616.15,4020.63
4849,Rwanda,Air,20,32.0,1080,15987.05,161.28
778,Haiti,Air,30,20.0,30,1119.09,9.5
5543,Côte dIvoire,Air,100,19.51,5209,25405.22,5.35
5795,Uganda,Air,60,6.59,8722,32208.32,793.83
2242,Côte dIvoire,Air,30,4.22,434,3526.27,49.66
4458,Zimbabwe,Air,60,7.4,4303,12894.85,29.69
5126,Vietnam,Air,60,4.8,3723,19056.13,181.57
2952,Uganda,Air,30,18.0,1197,5375.13,195.65
5616,Nigeria,Air,100,89.0,933,27136.6,355.23
1597,Uganda,Air,60,7.2,205,2202.02,21.32
1823,Uganda,Truck,60,2.18,632,2643.5,25.81
2984,South Africa,Ocean,30,6.91,7540,5460.48,1315.33
2191,Mozambique,Truck,60,11.22,3563,3423.26,666.66
4877,Uganda,Air,30,4.45,7187,16285.97,690.7
4920,Zambia,Air,100,80.0,925,16740.97,220.98
435,Uganda,Air,60,4.0,68,790.29,7.15
414,Uganda,Air,60,91.5,21,761.0,33.67
6089,Cameroon,Air,60,2.2,7912,62102.07,330.12
2350,Uganda,Truck,30,5.54,729,3758.4,11.65
1785,Namibia,Air,100,70.0,37,2541.8,20.58
5689,Nigeria,Air Charter,30,4.64,1447,28812.57,23.85
5099,Rwanda,Air,60,13.15,1048,18613.69,194.26
4194,Zimbabwe,Truck,30,11.15,5093,10942.89,519.92
4438,Côte dIvoire,Truck,30,4.63,3000,12748.74,142.79
5268,Nigeria,Air Charter,30,10.52,26361,20761.0,2342.38
234,Ethiopia,Air,20,29.0,15,529.4,1.79
2393,Sudan,Air,25,20.0,353,3843.25,2.59
3377,Rwanda,Air,60,6.85,442,6776.8,24.65
4771,Nigeria,Air Charter,30,8.23,5494,15322.73,723.5
1998,"Congo, DRC",Air,60,5.44,155,3028.36,14.83
5704,Zimbabwe,Air Charter,30,4.62,5151,29257.65,223.87
5446,Tanzania,Air,25,20.0,3334,23623.43,330.0
5293,Zambia,Truck,30,9.8,18994,21077.51,2748.66
864,Côte dIvoire,Air,60,2.44,88,1211.48,8.77
3103,South Africa,Air,30,4.67,2131,5886.9,253.63
9,Uganda,Air,180,50.0,11,48.0,4.7
2134,"Congo, DRC",Air,60,5.5,204,3298.78,5.65
2012,South Africa,Ocean,60,8.36,2275,3073.74,450.6
5120,Zimbabwe,Truck,60,7.4,5467,18941.31,633.98
268,Sudan,Air,20,32.0,13,581.73,2.06
4787,Haiti,Air,100,100.0,1825,15408.29,462.6
5600,Rwanda,Air,100,70.0,986,26574.61,484.62
1727,Zambia,Air,30,11.0,1921,2448.71,479.93
3193,South Africa,Ocean,30,6.65,7105,6121.41,834.97
1006,Dominican Republic,Air,20,32.0,123,1375.8,16.31
5508,Nigeria,Air,100,89.0,1186,24927.19,342.39
2726,Mozambique,Air,60,2.92,1139,4683.02,65.11
5345,Nigeria,Air,100,89.0,2307,21672.24,487.83
4042,Côte dIvoire,Air,60,1.5,3426,9797.41,3.58
5153,Côte dIvoire,Air,60,7.2,2096,19495.73,272.22
4415,Nigeria,Air Charter,60,2.51,2822,12601.12,170.39
5285,Vietnam,Air,60,2.4,3536,20910.43,115.15
3008,Zimbabwe,Truck,60,2.44,4353,5530.11,277.94
586,Guyana,Air,60,1.32,5,931.34,0.05
2973,Rwanda,Truck,60,2.26,2342,5445.73,68.31
5590,Nigeria,Air Charter,60,8.58,22942,26340.0,1592.02
5672,Nigeria,Air,20,32.0,2607,28595.45,359.72
1256,Tanzania,Truck,30,2.24,1090,1698.83,69.23
5449,Zambia,Truck,30,9.6,4875,23688.4,422.5
4770,Nigeria,Air Charter,60,8.26,8754,15322.73,1170.99
727,Cameroon,Air,60,6.59,23,1067.02,0.48
3257,Rwanda,Air,20,32.0,385,6269.97,72.94
384,"Congo, DRC",Air,30,7.58,9,734.66,0.78
5384,Zambia,Truck,60,6.6,10615,22520.71,895.59
3062,Nigeria,Air,20,32.0,1252,5758.84,132.09
3012,Vietnam,Air,60,9.25,185,5551.97,29.84
1487,Mozambique,Air,60,1.52,36,1998.5,1.53
5453,South Africa,Ocean,60,2.79,16768,23721.9,950.41
511,Vietnam,Air,60,8.61,105,865.6,19.85
2931,South Africa,Air,30,7.82,4398,5298.03,1092.03
3579,South Africa,Ocean,60,2.82,6297,7526.14,607.99
3899,Côte dIvoire,Air,100,80.0,577,9275.59,138.54
1530,South Sudan,Air,60,6.76,83,2089.0,12.26
3844,Togo,Air,120,19.36,1591,8834.07,145.01
5578,Vietnam,Air,60,11.15,3802,26084.14,360.59
3628,Tanzania,Air,100,80.0,405,7765.61,94.21
1379,Côte dIvoire,Air,60,7.78,27,1845.31,3.66
3770,Vietnam,Air,60,7.25,19,8495.83,5.25
1373,Uganda,Air,30,5.5,137,1834.79,12.99
5960,Côte dIvoire,Truck,60,8.26,12220,42859.56,957.39
4586,Tanzania,Truck,30,10.52,20501,13765.17,1967.71
3532,Côte dIvoire,Air,60,8.76,2715,7403.18,515.09
3169,Tanzania,Truck,120,29.31,4256,6052.1,662.17
4455,Côte dIvoire,Air,100,70.0,893,12858.12,480.2
5230,Zimbabwe,Air,300,30.82,2584,20480.64,95.26
2029,Haiti,Air,1,24.5,240,3126.61,8.82
5808,Zambia,Air,100,80.0,2492,32728.96,504.71
6038,Zambia,Air,30,6.07,7632,50626.6,524.18
2300,Côte dIvoire,Truck,60,11.22,10832,3641.16,1709.71
139,Guyana,Air,20,27.0,35,379.62,5.18
5350,South Africa,Ocean,30,2.39,2666,21695.97,165.3
1010,Uganda,Air,30,12.42,196,1381.7,40.94
893,Côte dIvoire,Air,240,1.92,581,1234.9,5.82
5777,Zambia,Truck,30,11.75,20364,31373.1,5573.31
1672,South Africa,Ocean,90,9.98,2555,2347.77,414.65
1334,Guyana,Air,240,1.85,103,1783.38,0.87
547,Guyana,Air,240,8.38,22,892.96,0.31
4571,Tanzania,Truck,30,11.89,22895,13649.14,3037.31
2187,Nigeria,Air Charter,60,6.52,1547,3410.0,115.11
3311,Zambia,Truck,60,2.51,19257,6476.69,828.3
2148,South Africa,Air,60,7.43,454,3315.24,144.0
1518,Rwanda,Air,240,12.5,214,2057.2,10.16
970,Uganda,Truck,60,2.15,474,1332.7,8.84
5244,Nigeria,Air,100,89.0,1244,20602.3,337.32
492,Uganda,Air,50,99.4,19,846.03,3.07
5753,Tanzania,Air,100,80.0,1669,30754.1,462.0
3973,Tanzania,Air,60,11.4,1909,9612.49,267.93
5727,Nigeria,Air Charter,60,7.27,22259,29780.5,232.29
5168,Vietnam,Air,60,10.99,5941,19632.73,761.61
5063,Uganda,Air,100,80.0,2290,18423.91,532.47
4553,Vietnam,Air,30,13.66,1537,13507.92,29.37
3780,Mozambique,Truck,240,1.51,10191,8520.87,42.32
4413,Nigeria,Air Charter,30,19.92,3272,12601.07,986.04
3864,South Africa,Ocean,240,2.06,3670,9021.5,33.85
775,Uganda,Air,60,55.5,92,1114.0,53.14
4466,Kenya,Air,100,80.0,1357,12965.93,1360.52
2415,Mozambique,Air,240,2.44,998,3894.6,10.71
3159,Haiti,Air,30,2.24,465,6036.96,3.32
1980,Zambia,Truck,60,3.28,693,2997.97,64.35
3743,Vietnam,Air,120,60.82,930,8303.48,292.29
3383,Zambia,Truck,240,1.8,7482,6801.72,59.4
2001,Côte dIvoire,Truck,90,7.3,462,3033.26,70.43
1267,Vietnam,Air,60,1.4,32,1701.1,2.03
1456,Côte dIvoire,Air,30,26.25,275,1949.42,176.58
4601,Zambia,Truck,60,2.9,8756,13844.72,454.72
553,Haiti,Air,100,139.0,1,897.52,0.44
1839,Tanzania,Truck,60,7.02,355,2682.2,74.13
542,Zimbabwe,Truck,60,1.99,1037,891.65,30.69
5633,Nigeria,Air Charter,60,2.44,9645,27441.22,299.32
2033,Côte dIvoire,Truck,90,9.3,347,3132.77,67.18
1522,Uganda,Air,30,5.78,216,2064.42,31.15
3985,Côte dIvoire,Air,336,38.36,1299,9689.81,51.13
2596,Uganda,Truck,60,2.44,479,4358.72,28.51
3483,Côte dIvoire,Air,240,2.1,483,7293.9,6.76
1684,Zimbabwe,Air,60,7.0,162,2365.05,6.09
1338,South Africa,Air,60,2.53,3,1791.41,10.93
2906,Nigeria,Air,180,50.0,1024,5226.6,1.6
3230,Namibia,Air,20,32.0,205,6148.29,37.63
1309,Rwanda,Air,60,2.44,327,1762.5,30.54
1686,"Congo, DRC",Air,60,10.29,274,2371.06,28.85
3550,Nigeria,Air Charter,30,26.25,58,7445.8,34.06
3573,Zimbabwe,Air,60,3.6,9210,7510.0,610.45
2759,Vietnam,Air,30,10.0,2523,4784.19,209.04
1037,Côte dIvoire,Truck,30,13.49,213,1422.54,33.28
5165,Zambia,Air,100,80.0,1080,19598.71,257.99
4621,Mozambique,Air,100,70.0,1179,14110.84,784.78
795,Malawi,Air,20,32.0,32,1136.31,3.72
1268,Côte dIvoire,Air,100,4.84,675,1702.91,24.7
5752,Nigeria,Air,100,89.0,1352,30726.22,353.75
3543,Côte dIvoire,Air,30,19.92,532,7441.57,157.77
3219,Nigeria,Air,60,11.22,1250,6147.18,241.9
